"variable","name","505","proLU505","510","proLU510","540","proLU540","665","proLU665","760","proLU760","788","proLU788","790","proLU790","800","proLU800","805","proLU805","830","proLU830","835","proLU835","ws minus lake","proLUws","ung","proLUung"
"110","residential, commercial, or industrial",67.0049821187983,0.0205239196954997,0.162436320287996,0.000691562932226833,1.38070872244796,0.0108834827144686,32.2436095771672,0.0279932308560147,0,0,0.40609080071999,0.00212675457252233,5.44161672964786,0.0107925257731959,0,0,0.162436320287996,0.00256410256410256,9.74617921727975,0.05859375,5.68527121007985,0.0508351488743646,186.801768331195,0.01791709836487,64.5684373144783,0.0161513144528869
"140","transportation",164.223119811164,0.0503022613627883,7.39085257310381,0.0314661134163209,0.812181601439979,0.00640204865556978,31.2689916554392,0.027147087857848,0.0812181601439979,0.000639795265515035,7.6345070535358,0.0399829859634198,15.9187593882236,0.0315721649484536,13.5634327440477,0.0278937698346417,4.79187144849588,0.0756410256410256,20.0608855555675,0.12060546875,17.4619044309595,0.156136528685548,473.420655479364,0.0454081592907945,190.212931057243,0.0475803502498883
"211","row crops",2.59898112460793,0.000796079309401199,0,0,0,0,0,0,0,0,0,0,0,0,0.162436320287996,0.000334057123768164,0,0,0,0,0,0,3.57359904633591,0.000342761881762731,0.812181601439979,0.000203161188086628
"212","hay/rotation/permanent pasture",140.669853369404,0.0430877926213399,11.0456697795837,0.0470262793914246,5.52283488979186,0.0435339308578745,36.3045175843671,0.0315188266817092,1.54314504273596,0.0121561100447857,2.68019928475193,0.0140365801786474,31.4314279757272,0.0623389175257732,10.8832334592957,0.022381827292467,2.19289032388794,0.0346153846153846,8.12181601439979,0.048828125,12.5075966621757,0.111837327523602,462.618640180212,0.044372083602739,199.715455794091,0.0499573361505018
"412","beech/oak",417.786215780725,0.127969748986243,50.3552592892787,0.214384508990318,37.766444466959,0.297695262483995,194.436275384731,0.168805528134255,43.6141519973269,0.343570057581574,16.7309409896636,0.08762228838792,92.8323570445896,0.184117268041237,48.3248052856788,0.0993819943210289,8.85277945569577,0.13974358974359,15.8375412280796,0.09521484375,15.2690141070716,0.136528685548293,1821.07358674872,0.174668338929181,879.267801718921,0.219942302222583
"414","paper birch/aspen",28.4263560503993,0.00870711744657562,0.568527121007985,0.00242047026279391,0.568527121007985,0.00448143405889885,113.055678920445,0.0981525877873361,8.93399761583977,0.0703774792066539,3.8172535267679,0.0199914929817099,7.30963441295981,0.0144974226804124,10.7207971390077,0.0220477701686988,0.162436320287996,0.00256410256410256,0.324872640575992,0.001953125,0,0,227.248412082906,0.0217965396630027,53.3603312146066,0.0133476900572915
"419","other hardwoods",185.258623288459,0.0567455282732542,8.69034313540778,0.0369986168741355,19.2487039541275,0.151728553137004,230.17226584809,0.199830771400367,24.3654480431994,0.191938579654511,20.2233218758555,0.105912377711612,66.8425457985103,0.13257087628866,25.5837204453593,0.0526139969934859,7.7969433738238,0.123076923076923,12.8324693027517,0.0771484375,1.78679952316795,0.0159767610748003,1049.82593802132,0.10069409281057,447.024753432565,0.11181991792288
"421","white/red pine",326.821876419448,0.100106973157201,41.9897887944469,0.178769017980636,6.17258017094384,0.0486555697823303,46.7004420827988,0.0405443519954872,4.14212616734389,0.0326295585412668,17.5431225911035,0.0918757975329647,30.7816826945752,0.0610502577319588,95.5125563293415,0.196425588775681,6.57867097166383,0.103846153846154,12.5075966621757,0.0751953125,20.1421037157115,0.180101670297749,928.648443086472,0.089071349001706,319.75589648692,0.0799845597497054
"422","spruce/fir",375.065463544982,0.114884195337961,15.4314504273596,0.0656984785615491,0,0,67.1674184390863,0.0583133549569877,3.08629008547192,0.0243122200895713,41.0151708727189,0.214802211824755,55.7156578587826,0.110502577319588,77.076033976654,0.158510105227994,1.29949056230397,0.0205128205128205,21.8476850787354,0.13134765625,0.974617921727975,0.00871459694989107,1127.1456264784,0.108110213525072,468.46634771058,0.117183373288367
"423","hemlock",127.187638785501,0.0389581312038212,16.2436320287996,0.0691562932226833,19.1674857939835,0.151088348271447,42.3958795951669,0.036807220420251,3.9796898470559,0.0313499680102367,5.11674408907187,0.0267971076137814,12.1015058614557,0.0240012886597938,28.3451378902553,0.0582929680975447,6.25379833108784,0.0987179487179487,12.5888148223197,0.07568359375,3.8172535267679,0.0341321713870733,409.989272406901,0.039324135889506,132.791691835437,0.0332168542521637
"430","mixed forest",804.871967027019,0.246535811130184,71.7156354071501,0.305325034578147,27.0456473279513,0.213188220230474,259.816894300649,0.225567620927937,37.035481025663,0.291746641074856,70.9846719658542,0.371756699276903,92.0201754431496,0.182506443298969,154.639376914172,0.318022381827292,23.3096119613274,0.367948717948718,40.365425591567,0.24267578125,30.3755918938552,0.271604938271605,2523.28579935373,0.242021048695557,911.105320495368,0.227906220795579
"500","open water",393.745640378102,0.120606015374282,0,0,0.974617921727975,0.00768245838668374,61.3197109087184,0.0532364969679876,0.162436320287996,0.00127959053103007,0,0,13.8883053846236,0.0275451030927835,1.05583608187197,0.00217137130449307,0,0,1.46192688259196,0.0087890625,0,0,618.3950713364,0.0593133856304871,145.786597458476,0.0364674332615497
"610","forested wet lands",8.20303417454379,0.00251262532029753,0,0,0,0,1.54314504273596,0.00133972641376393,0,0,0,0,11.4517605803037,0.0227126288659794,0.162436320287996,0.000334057123768164,0,0,2.43654480431994,0.0146484375,0,0,29.8882829329912,0.0028667357383792,6.09136201079984,0.00152370891064971
"620","non-forested wetlands",59.2080387449745,0.0181356817672961,0,0,4.46699880791989,0.0352112676056338,1.62436320287996,0.00141023833027782,0,0,0,0,17.4619044309595,0.0346327319587629,4.46699880791989,0.00918657090362452,0,0,2.76141744489593,0.0166015625,0,0,114.436387642893,0.0109761702591747,24.4466662033434,0.0061151517614075
"710","disturbed",8.69034313540778,0.00266189019081026,0,0,0,0,0.487308960863987,0.000423071499083345,0,0,0,0,18.7613949932635,0.0372100515463918,1.62436320287996,0.00334057123768164,0,0,0,0,0,0,32.7309185380312,0.00313938723523592,3.16750824561592,0.000792328633537849
"790","cleared/other open",154.964249554748,0.0474662288230465,11.2893242600157,0.0480636237897649,3.7360353666239,0.029449423815621,33.2994456590391,0.0289098857706952,0,0,4.79187144849588,0.0250957039557635,32.2436095771672,0.0639497422680412,14.1319598650556,0.0290629697678303,1.94923584345595,0.0307692307692308,5.44161672964786,0.03271484375,3.8172535267679,0.0341321713870733,416.811597858997,0.0399784994819622,151.14699602798,0.0378082971029214
